iteracion,timestamp,theta,x,y,sigma_theta,sigma_x,sigma_y,lm0_x,lm0_y,lm1_x,lm1_y,z_diff_range,z_diff_bearing
178,1779735458.642616,-0.000426,-0.000521,0.000284,0.014820,0.014386,0.014654,-0.501013,-0.699389,0.798895,-0.800116,-0.000661,-0.000922
179,1779735458.657609,-0.000207,-0.000925,0.000385,0.014183,0.013784,0.014011,-0.501020,-0.699389,0.798889,-0.800109,-0.001907,-0.001133
180,1779735458.823366,0.000360,-0.000835,-0.000624,0.020351,0.018273,0.018015,-0.501017,-0.699377,0.798891,-0.800112,-0.001423,-0.001820
181,1779735458.856037,0.000584,-0.001216,-0.000344,0.017122,0.016732,0.015590,-0.501022,-0.699373,0.798905,-0.800118,0.001244,-0.000022
182,1779735458.872306,0.000553,-0.001106,-0.000123,0.014813,0.014387,0.014654,-0.501020,-0.699367,0.798908,-0.800113,-0.000878,-0.000038
183,1779735458.888703,0.000477,-0.001021,-0.000093,0.014178,0.013785,0.014011,-0.501019,-0.699365,0.798908,-0.800114,0.000198,0.000398
184,1779735459.019879,-0.000360,-0.001519,0.000867,0.020350,0.018270,0.018013,-0.501018,-0.699375,0.798904,-0.800113,0.000914,0.002663
185,1779735459.041198,-0.000208,-0.001423,0.000957,0.017112,0.016732,0.015590,-0.501013,-0.699375,0.798897,-0.800114,-0.000192,-0.000571
186,1779735459.054035,-0.000591,-0.000933,0.001241,0.014817,0.014386,0.014654,-0.501006,-0.699363,0.798903,-0.800113,-0.001445,0.001074
187,1779735459.066440,-0.000439,-0.000989,0.001040,0.014182,0.013784,0.014011,-0.501005,-0.699370,0.798904,-0.800115,0.000573,-0.000817
188,1779735459.217937,0.000136,-0.000464,0.000648,0.020344,0.018274,0.018014,-0.501007,-0.699368,0.798909,-0.800114,-0.000032,-0.001815
189,1779735459.235748,-0.000372,-0.000711,0.000324,0.017123,0.016734,0.015590,-0.501022,-0.699370,0.798929,-0.800109,0.000429,0.001806
190,1779735459.250005,-0.000419,-0.000604,0.000491,0.014814,0.014386,0.014654,-0.501021,-0.699365,0.798931,-0.800106,-0.000686,0.000049
191,1779735459.265345,-0.000706,-0.000303,0.000634,0.014177,0.013785,0.014011,-0.501018,-0.699358,0.798932,-0.800108,0.000571,0.001508
192,1779735459.416222,-0.000886,-0.000279,0.001031,0.020342,0.018273,0.018015,-0.501020,-0.699362,0.798931,-0.800107,0.000624,0.000581
193,1779735459.431378,-0.001458,0.000359,0.000407,0.017115,0.016734,0.015589,-0.501014,-0.699371,0.798914,-0.800092,-0.002194,0.000593
194,1779735459.452546,-0.001009,-0.000056,0.000524,0.014812,0.014385,0.014653,-0.501017,-0.699373,0.798913,-0.800080,-0.000045,-0.001540
195,1779735459.470448,-0.000812,-0.000305,0.000477,0.014177,0.013785,0.014012,-0.501019,-0.699377,0.798911,-0.800077,-0.000752,-0.001033
196,1779735459.541368,-0.000633,-0.000147,0.000347,0.020346,0.018272,0.018014,-0.501020,-0.699376,0.798912,-0.800077,-0.000027,-0.000568
197,1779735459.554420,-0.000356,0.000144,0.000479,0.017118,0.016732,0.015588,-0.501009,-0.699376,0.798895,-0.800079,-0.000693,-0.001229
198,1779735459.567077,-0.000218,-0.000067,0.000278,0.014816,0.014384,0.014653,-0.501011,-0.699382,0.798892,-0.800081,0.000899,-0.000325
199,1779735459.579741,-0.000537,0.000168,0.000558,0.014179,0.013784,0.014012,-0.501011,-0.699372,0.798891,-0.800080,-0.000209,0.001695
200,1779735459.615311,-0.000909,-0.000945,-0.000313,0.020343,0.018273,0.018015,-0.501000,-0.699359,0.798885,-0.800086,-0.002493,0.001127
201,1779735459.628809,-0.000984,-0.000367,-0.000533,0.017106,0.016730,0.015588,-0.500989,-0.699363,0.798861,-0.800081,-0.001731,-0.000704
202,1779735459.643016,-0.000726,-0.000649,-0.000586,0.014803,0.014386,0.014653,-0.500991,-0.699367,0.798860,-0.800077,0.000440,-0.000810
203,1779735459.656163,-0.000927,-0.000618,-0.000266,0.014170,0.013786,0.014012,-0.500993,-0.699357,0.798857,-0.800073,-0.001130,0.001090
204,1779735459.811981,-0.001774,-0.001183,0.000617,0.020346,0.018268,0.018011,-0.500991,-0.699365,0.798853,-0.800071,0.000727,0.002693
205,1779735459.824572,-0.001373,-0.000818,0.000824,0.017107,0.016729,0.015587,-0.500975,-0.699366,0.798833,-0.800073,-0.000839,-0.001689
206,1779735459.836996,-0.001066,-0.001114,0.000869,0.014815,0.014384,0.014652,-0.500977,-0.699368,0.798831,-0.800066,0.000106,-0.001032
207,1779735459.853505,-0.000910,-0.001377,0.000909,0.014184,0.013784,0.014011,-0.500981,-0.699368,0.798827,-0.800063,-0.001142,-0.000814
208,1779735460.007537,-0.000338,-0.000345,0.001265,0.020349,0.018271,0.018009,-0.500989,-0.699375,0.798834,-0.800059,0.001631,-0.001773
209,1779735460.022035,-0.000617,-0.000335,0.001047,0.017125,0.016732,0.015587,-0.500994,-0.699377,0.798838,-0.800055,-0.000187,0.000762
210,1779735460.036674,-0.000284,-0.000740,0.000857,0.014820,0.014384,0.014653,-0.500997,-0.699385,0.798835,-0.800053,0.001030,-0.000965
211,1779735460.054859,-0.000162,-0.000982,0.000934,0.014184,0.013783,0.014011,-0.501001,-0.699385,0.798832,-0.800049,-0.001206,-0.000630
212,1779735460.218647,0.000329,-0.000647,0.000436,0.020350,0.018271,0.018010,-0.501002,-0.699381,0.798835,-0.800049,-0.000392,-0.001556
213,1779735460.244346,-0.000020,-0.000621,0.000159,0.017122,0.016730,0.015587,-0.501007,-0.699383,0.798839,-0.800044,-0.000274,0.000933
214,1779735460.262896,-0.000111,-0.000508,0.000219,0.014812,0.014385,0.014653,-0.501006,-0.699381,0.798840,-0.800045,-0.000314,0.000257
215,1779735460.277440,-0.000762,-0.000096,0.000870,0.014176,0.013785,0.014011,-0.501008,-0.699359,0.798837,-0.800043,-0.000991,0.003461
216,1779735460.410394,-0.001031,-0.001163,-0.000140,0.020336,0.018272,0.018011,-0.500997,-0.699346,0.798832,-0.800048,-0.002651,0.000800
217,1779735460.425764,-0.000944,-0.001443,0.000006,0.017103,0.016729,0.015586,-0.501001,-0.699344,0.798842,-0.800051,0.000869,0.000201
218,1779735460.442570,-0.001357,-0.000997,0.000081,0.014803,0.014386,0.014653,-0.500998,-0.699338,0.798844,-0.800056,-0.000664,0.001302
219,1779735460.459388,-0.001151,-0.001022,-0.000255,0.014171,0.013785,0.014011,-0.500995,-0.699348,0.798847,-0.800060,0.001213,-0.001116
220,1779735460.618333,-0.000824,-0.000256,0.000203,0.020349,0.018266,0.018007,-0.501002,-0.699354,0.798851,-0.800057,0.001502,-0.001004
221,1779735460.634564,-0.000582,0.000076,0.000297,0.017121,0.016727,0.015584,-0.500991,-0.699354,0.798835,-0.800057,-0.000832,-0.001197
222,1779735460.650101,-0.000230,-0.000110,0.000786,0.014820,0.014383,0.014651,-0.500991,-0.699347,0.798836,-0.800042,-0.001565,-0.001464
223,1779735460.664749,-0.000184,-0.000091,0.000683,0.014186,0.013784,0.014011,-0.500989,-0.699350,0.798838,-0.800043,0.000471,-0.000245
224,1779735460.808227,-0.000866,-0.000773,0.001058,0.020344,0.018270,0.018010,-0.500986,-0.699351,0.798833,-0.800044,-0.000163,0.002145
225,1779735460.825412,-0.000577,-0.000810,0.001292,0.017108,0.016729,0.015586,-0.500982,-0.699350,0.798830,-0.800048,0.000274,-0.000745
226,1779735460.865882,-0.000392,-0.001131,0.000918,0.014814,0.014384,0.014652,-0.500987,-0.699359,0.798825,-0.800054,0.001609,-0.000369
227,1779735460.892348,-0.000506,-0.000784,0.000700,0.014183,0.013784,0.014011,-0.500982,-0.699362,0.798830,-0.800060,0.002148,0.000571
228,1779735460.940018,0.000077,-0.000446,0.000020,0.020350,0.018269,0.018008,-0.500982,-0.699357,0.798833,-0.800061,-0.000663,-0.001852
229,1779735460.952368,-0.000195,-0.001107,-0.000005,0.017121,0.016728,0.015584,-0.500999,-0.699355,0.798862,-0.800062,0.001776,0.001801
230,1779735460.969441,-0.000217,-0.001040,0.000120,0.014811,0.014384,0.014652,-0.500998,-0.699352,0.798863,-0.800060,-0.000502,-0.000007
231,1779735460.982656,-0.000316,-0.001102,0.000370,0.014178,0.013785,0.014011,-0.501000,-0.699346,0.798861,-0.800056,-0.001203,0.000545
232,1779735461.024626,-0.000138,-0.000753,0.000520,0.020348,0.018267,0.018006,-0.501003,-0.699348,0.798863,-0.800055,0.000596,-0.000551
233,1779735461.038787,-0.000283,-0.000664,0.000383,0.017116,0.016727,0.015584,-0.501003,-0.699350,0.798861,-0.800052,-0.000344,0.000262
234,1779735461.053002,-0.000460,-0.000619,-0.000000,0.014814,0.014383,0.014651,-0.501005,-0.699356,0.798859,-0.800063,0.001315,0.000823
235,1779735461.069785,-0.000464,-0.000511,-0.000123,0.014178,0.013784,0.014011,-0.501003,-0.699358,0.798862,-0.800066,0.000882,0.000007
236,1779735461.210608,-0.001381,-0.001540,0.000224,0.020348,0.018265,0.018007,-0.500997,-0.699359,0.798856,-0.800067,-0.000572,0.002887
237,1779735461.224708,-0.000901,-0.001035,0.000454,0.017104,0.016725,0.015584,-0.500980,-0.699359,0.798832,-0.800068,-0.001204,-0.002132
238,1779735461.240512,-0.001150,-0.000841,0.000287,0.014811,0.014383,0.014651,-0.500979,-0.699360,0.798831,-0.800076,0.000418,0.000919
239,1779735461.255135,-0.000651,-0.001408,0.000087,0.014178,0.013784,0.014011,-0.500984,-0.699369,0.798828,-0.800072,-0.001344,-0.002629
240,1779735461.412703,-0.000674,-0.000895,0.000883,0.020351,0.018265,0.018004,-0.500989,-0.699378,0.798830,-0.800069,0.001740,0.000107
241,1779735461.428771,-0.000860,-0.001137,0.000808,0.017117,0.016727,0.015583,-0.500997,-0.699377,0.798841,-0.800069,0.000604,0.000899
242,1779735461.447944,-0.001431,-0.000721,0.000349,0.014817,0.014383,0.014651,-0.500997,-0.699380,0.798839,-0.800087,0.001252,0.002155
243,1779735461.463067,-0.001026,-0.001102,0.000094,0.014181,0.013784,0.014011,-0.500998,-0.699390,0.798839,-0.800085,-0.000438,-0.002135
244,1779735461.607393,-0.000382,-0.000644,-0.000535,0.020351,0.018265,0.018004,-0.500999,-0.699385,0.798842,-0.800085,-0.000459,-0.002044
245,1779735461.628026,-0.000194,-0.000555,-0.000414,0.017121,0.016724,0.015582,-0.500995,-0.699385,0.798836,-0.800087,-0.000150,-0.000663
246,1779735461.645689,0.000361,-0.001012,-0.000114,0.014814,0.014383,0.014650,-0.500996,-0.699384,0.798837,-0.800072,-0.000655,-0.001999
247,1779735461.662150,0.000071,-0.000881,0.000240,0.014181,0.013784,0.014011,-0.500997,-0.699375,0.798835,-0.800070,-0.000891,0.001551
248,1779735461.803028,0.000240,-0.000416,0.000577,0.020345,0.018266,0.018005,-0.501001,-0.699379,0.798837,-0.800068,0.000999,-0.000515
249,1779735461.819406,0.000085,-0.000475,0.000474,0.017115,0.016726,0.015582,-0.501004,-0.699379,0.798841,-0.800067,0.000084,0.000524
250,1779735461.836258,-0.000362,-0.000007,0.000515,0.014815,0.014382,0.014650,-0.501001,-0.699374,0.798843,-0.800073,-0.000562,0.001435
251,1779735461.853898,-0.000459,0.000044,0.000625,0.014180,0.013784,0.014011,-0.501002,-0.699371,0.798842,-0.800072,-0.000237,0.000516
252,1779735462.007287,-0.001004,-0.000557,0.000844,0.020339,0.018268,0.018007,-0.500999,-0.699371,0.798839,-0.800074,-0.000309,0.001712
253,1779735462.021934,-0.001170,-0.000244,0.000628,0.017104,0.016727,0.015583,-0.500995,-0.699374,0.798830,-0.800069,-0.001010,-0.000033
254,1779735462.039199,-0.000376,-0.001181,0.000256,0.014808,0.014383,0.014651,-0.501003,-0.699388,0.798824,-0.800065,0.002150,-0.002355
255,1779735462.054748,-0.000763,-0.001056,0.000791,0.014179,0.013784,0.014011,-0.501004,-0.699375,0.798823,-0.800059,-0.001616,0.002085
256,1779735462.234566,-0.001243,-0.001596,0.000970,0.020345,0.018267,0.018004,-0.501001,-0.699376,0.798820,-0.800060,-0.000305,0.001510
257,1779735462.250995,-0.001445,-0.000743,0.000574,0.017105,0.016726,0.015583,-0.500988,-0.699381,0.798794,-0.800052,-0.002609,-0.000781
258,1779735462.268486,-0.001520,-0.000596,0.000775,0.014807,0.014383,0.014651,-0.500987,-0.699376,0.798796,-0.800049,-0.000842,0.000115
259,1779735462.284111,-0.000990,-0.001044,0.000378,0.014175,0.013784,0.014011,-0.500988,-0.699389,0.798795,-0.800049,-0.000132,-0.002808
260,1779735462.326284,-0.000782,-0.000678,0.000491,0.020346,0.018265,0.018003,-0.500991,-0.699390,0.798797,-0.800048,0.000558,-0.000646
261,1779735462.343210,-0.000647,-0.000830,0.000638,0.017115,0.016725,0.015581,-0.500992,-0.699389,0.798800,-0.800050,0.000521,-0.000135
262,1779735462.356634,-0.000632,-0.000902,0.000477,0.014814,0.014382,0.014650,-0.500993,-0.699392,0.798799,-0.800053,0.000634,0.000053
263,1779735462.371904,-0.000609,-0.000756,0.000261,0.014181,0.013784,0.014011,-0.500990,-0.699396,0.798802,-0.800057,0.001390,-0.000142
264,1779735462.421780,-0.000604,-0.000598,0.000479,0.020348,0.018265,0.018003,-0.500991,-0.699398,0.798802,-0.800056,0.000497,-0.000009
265,1779735462.435501,-0.000591,-0.000155,0.000365,0.017115,0.016725,0.015581,-0.500983,-0.699400,0.798788,-0.800053,-0.001286,-0.000733
266,1779735462.454504,0.000008,-0.000832,0.000166,0.014814,0.014382,0.014650,-0.500987,-0.699409,0.798785,-0.800047,0.001305,-0.001824
267,1779735462.468985,-0.000023,-0.000865,0.000260,0.014182,0.013784,0.014011,-0.500988,-0.699408,0.798784,-0.800046,-0.000489,0.000169
268,1779735462.609140,0.000238,-0.000194,0.000712,0.020349,0.018264,0.018003,-0.500993,-0.699413,0.798787,-0.800044,0.001390,-0.000797
269,1779735462.623379,-0.000247,0.000003,0.000280,0.017118,0.016725,0.015581,-0.500996,-0.699416,0.798787,-0.800037,-0.000852,0.001044
270,1779735462.643363,0.000227,-0.000599,-0.000065,0.014814,0.014382,0.014650,-0.501000,-0.699427,0.798784,-0.800036,0.001755,-0.001325
271,1779735462.657987,0.000117,-0.000382,-0.000134,0.014181,0.013784,0.014011,-0.500998,-0.699427,0.798786,-0.800039,0.001081,0.000561
272,1779735462.811655,-0.000232,-0.001108,-0.000489,0.020349,0.018263,0.018003,-0.500992,-0.699423,0.798783,-0.800041,-0.001303,0.001078
273,1779735462.826834,0.000068,-0.001357,-0.000187,0.017107,0.016721,0.015580,-0.500993,-0.699420,0.798788,-0.800045,0.000897,-0.000441
274,1779735462.874594,-0.000256,-0.001116,-0.000432,0.014807,0.014383,0.014650,-0.500993,-0.699421,0.798787,-0.800054,0.000652,0.001211
275,1779735462.888419,-0.000296,-0.001111,-0.000369,0.014176,0.013785,0.014011,-0.500993,-0.699420,0.798786,-0.800054,-0.000230,0.000214
276,1779735463.011024,-0.000013,-0.001123,-0.000956,0.020348,0.018261,0.018001,-0.500992,-0.699415,0.798787,-0.800055,-0.000895,-0.000910
277,1779735463.029903,0.000222,-0.001436,-0.000688,0.017111,0.016720,0.015579,-0.500994,-0.699413,0.798794,-0.800059,0.001045,-0.000160
278,1779735463.043376,0.000183,-0.001294,-0.000398,0.014809,0.014383,0.014649,-0.500992,-0.699408,0.798796,-0.800054,-0.001151,-0.000057
279,1779735463.055424,0.000087,-0.001181,-0.000365,0.014178,0.013785,0.014011,-0.500991,-0.699407,0.798797,-0.800055,0.000293,0.000507
280,1779735463.212862,0.000282,-0.000553,0.000156,0.020346,0.018261,0.018000,-0.500995,-0.699412,0.798799,-0.800053,0.001447,-0.000591
281,1779735463.227725,0.000141,-0.000610,0.000062,0.017114,0.016722,0.015579,-0.500998,-0.699412,0.798802,-0.800052,0.000086,0.000484
282,1779735463.247173,0.000021,-0.000431,0.000226,0.014815,0.014381,0.014649,-0.500997,-0.699408,0.798804,-0.800051,-0.000739,0.000286
283,1779735463.259063,0.000161,-0.000405,-0.000050,0.014183,0.013784,0.014011,-0.500994,-0.699415,0.798807,-0.800053,0.001168,-0.000753
284,1779735463.413300,-0.000378,-0.000426,0.001000,0.020345,0.018263,0.018002,-0.500997,-0.699422,0.798805,-0.800051,0.001553,0.001727
285,1779735463.426773,-0.001013,-0.000142,0.000429,0.017109,0.016724,0.015580,-0.500999,-0.699427,0.798804,-0.800043,-0.001193,0.001321
286,1779735463.446826,-0.001531,0.000215,-0.000051,0.014812,0.014381,0.014649,-0.500999,-0.699431,0.798804,-0.800057,0.001378,0.001994
287,1779735463.461385,-0.001216,-0.000019,-0.000322,0.014177,0.013785,0.014012,-0.500999,-0.699438,0.798805,-0.800057,0.000180,-0.001663
288,1779735463.542964,-0.001400,-0.000293,-0.000352,0.020346,0.018262,0.018003,-0.500997,-0.699437,0.798804,-0.800057,-0.000337,0.000573
289,1779735463.557057,-0.000904,-0.000415,0.000066,0.017108,0.016721,0.015578,-0.500993,-0.699435,0.798802,-0.800063,0.000637,-0.001188
290,1779735463.570960,-0.000747,-0.000596,0.000005,0.014811,0.014382,0.014649,-0.500994,-0.699437,0.798801,-0.800062,0.000378,-0.000475
291,1779735463.588039,-0.000480,-0.000751,-0.000280,0.014181,0.013785,0.014011,-0.500994,-0.699444,0.798801,-0.800063,0.000527,-0.001424
292,1779735463.639436,-0.000654,-0.000346,0.000660,0.020351,0.018261,0.018000,-0.500998,-0.699451,0.798803,-0.800061,0.001840,0.000585
293,1779735463.655283,-0.000707,-0.000403,0.000636,0.017113,0.016722,0.015579,-0.501000,-0.699451,0.798805,-0.800061,0.000135,0.000234
294,1779735463.667764,-0.000374,-0.000858,0.000302,0.014816,0.014381,0.014649,-0.501003,-0.699459,0.798801,-0.800062,0.001585,-0.000873
295,1779735463.680524,0.000121,-0.001367,0.000041,0.014185,0.013784,0.014011,-0.501006,-0.699467,0.798800,-0.800060,-0.000892,-0.002613
296,1779735463.813618,0.000375,-0.001163,-0.000173,0.020355,0.018261,0.017999,-0.501007,-0.699466,0.798801,-0.800060,-0.000104,-0.000805
297,1779735463.828881,0.000577,-0.001335,0.000031,0.017115,0.016721,0.015579,-0.501007,-0.699465,0.798804,-0.800063,0.000617,-0.000290
298,1779735463.844339,0.000000,-0.000804,-0.000119,0.014812,0.014382,0.014649,-0.501005,-0.699462,0.798804,-0.800073,0.000060,0.001974
299,1779735463.860744,-0.000372,-0.000487,0.000155,0.014178,0.013784,0.014011,-0.501005,-0.699455,0.798804,-0.800074,0.000117,0.001966
300,1779735464.020403,0.000068,0.000345,0.000483,0.020339,0.018263,0.018001,-0.501010,-0.699459,0.798807,-0.800072,0.001376,-0.001361
301,1779735464.038201,-0.000635,0.000173,-0.000012,0.017115,0.016723,0.015578,-0.501020,-0.699461,0.798820,-0.800066,0.000102,0.002229
302,1779735464.056052,-0.000952,0.000301,-0.000566,0.014811,0.014381,0.014649,-0.501022,-0.699468,0.798818,-0.800078,0.001844,0.001388
303,1779735464.070288,-0.001068,0.000290,-0.000348,0.014176,0.013785,0.014012,-0.501023,-0.699463,0.798816,-0.800077,-0.000889,0.000629
304,1779735464.212225,-0.000830,0.000319,-0.000783,0.020341,0.018262,0.018003,-0.501022,-0.699460,0.798817,-0.800077,-0.000622,-0.000763
305,1779735464.230303,-0.000474,-0.000118,-0.000385,0.017108,0.016720,0.015577,-0.501025,-0.699457,0.798826,-0.800083,0.001479,-0.000302
306,1779735464.247343,0.000160,-0.000583,0.000119,0.014808,0.014381,0.014648,-0.501024,-0.699454,0.798827,-0.800066,-0.001371,-0.002384
307,1779735464.261977,-0.000134,-0.000449,0.000480,0.014183,0.013785,0.014011,-0.501025,-0.699447,0.798826,-0.800064,-0.000904,0.001581
308,1779735464.406103,-0.000395,-0.000526,0.000892,0.020341,0.018264,0.018001,-0.501025,-0.699450,0.798826,-0.800063,0.000537,0.000831
309,1779735464.418258,-0.000103,-0.000480,0.001105,0.017103,0.016723,0.015579,-0.501021,-0.699449,0.798822,-0.800065,0.000034,-0.000882
310,1779735464.432349,0.000023,-0.000640,0.001016,0.014811,0.014381,0.014649,-0.501022,-0.699451,0.798821,-0.800065,0.000453,-0.000356
311,1779735464.446579,0.000311,-0.000818,0.000721,0.014183,0.013784,0.014011,-0.501022,-0.699458,0.798821,-0.800067,0.000482,-0.001538
312,1779735464.625533,0.000508,-0.000929,0.000163,0.020346,0.018264,0.018000,-0.501021,-0.699454,0.798821,-0.800068,-0.000956,-0.000638
313,1779735464.642386,-0.000028,-0.000946,-0.000247,0.017108,0.016722,0.015579,-0.501027,-0.699456,0.798827,-0.800063,-0.000257,0.001519
314,1779735464.658138,-0.000482,-0.000511,-0.000317,0.014803,0.014382,0.014649,-0.501026,-0.699453,0.798827,-0.800070,-0.000139,0.001521
315,1779735464.673707,-0.000663,-0.000407,-0.000123,0.014170,0.013785,0.014012,-0.501026,-0.699449,0.798827,-0.800070,-0.000365,0.000965
316,1779735464.828249,-0.000798,-0.000498,0.000016,0.020338,0.018262,0.018000,-0.501026,-0.699449,0.798826,-0.800070,0.000112,0.000428
317,1779735464.849374,-0.000103,-0.000678,0.000604,0.017104,0.016720,0.015577,-0.501021,-0.699446,0.798824,-0.800077,0.000920,-0.001653
318,1779735464.862169,-0.000340,-0.000480,0.000484,0.014811,0.014381,0.014648,-0.501021,-0.699446,0.798824,-0.800082,0.000250,0.000850
319,1779735464.874867,0.000023,-0.000780,0.000204,0.014181,0.013784,0.014011,-0.501022,-0.699453,0.798823,-0.800082,-0.000033,-0.001926
320,1779735464.919599,-0.000446,-0.000397,0.001705,0.020346,0.018262,0.017999,-0.501026,-0.699463,0.798824,-0.800078,0.002658,0.001530
321,1779735464.939928,-0.000844,-0.000347,0.001384,0.017109,0.016723,0.015578,-0.501030,-0.699465,0.798826,-0.800075,-0.000370,0.001029
322,1779735464.958268,-0.000876,-0.000531,0.000771,0.014815,0.014380,0.014649,-0.501033,-0.699474,0.798823,-0.800084,0.002328,0.000493
323,1779735464.972991,-0.000745,-0.000471,0.000468,0.014183,0.013784,0.014011,-0.501031,-0.699479,0.798826,-0.800087,0.001408,-0.000715
324,1779735465.018099,-0.001050,-0.001070,0.000207,0.020347,0.018263,0.018000,-0.501027,-0.699477,0.798824,-0.800089,-0.001026,0.000942
325,1779735465.037050,-0.001043,-0.000357,0.000013,0.017105,0.016721,0.015578,-0.501018,-0.699479,0.798804,-0.800085,-0.002077,-0.001145
326,1779735465.058262,-0.001489,0.000066,-0.000067,0.014805,0.014381,0.014649,-0.501016,-0.699477,0.798805,-0.800092,-0.000090,0.001503
327,1779735465.074700,-0.001305,-0.000105,-0.000185,0.014172,0.013785,0.014012,-0.501017,-0.699480,0.798805,-0.800091,-0.000185,-0.000969
328,1779735465.230805,-0.000977,0.000403,-0.000105,0.020339,0.018261,0.018000,-0.501020,-0.699481,0.798806,-0.800091,0.000659,-0.001022
329,1779735465.247691,-0.001005,0.000193,-0.000067,0.017110,0.016720,0.015576,-0.501023,-0.699480,0.798812,-0.800092,0.000597,0.000407
330,1779735465.260221,-0.000522,-0.000201,0.000204,0.014810,0.014380,0.014648,-0.501023,-0.699480,0.798812,-0.800082,-0.000608,-0.001746
