iteracion,timestamp,t_prediccion_us,t_update_us,t_callback_total_us,n_landmarks_visibles
6220,1779738984.553,29877.514,63372.101,94997.559,4
6224,1779738984.665,28565.031,58603.976,87829.444,4
6228,1779738984.869,40896.614,59802.468,103496.567,4
6232,1779738985.073,33227.674,68963.001,102888.662,4
6236,1779738985.248,29055.965,55547.679,85304.931,4
6240,1779738985.455,36335.493,57076.483,94086.621,4
6244,1779738985.658,38978.256,57602.847,97255.230,4
6248,1779738985.847,30184.936,56978.742,87814.404,4
6252,1779738985.935,26634.793,59431.664,86736.154,4
6256,1779738986.068,36396.773,59504.184,96587.144,4
6260,1779738986.257,30917.472,64499.750,96078.519,4
6264,1779738986.451,29675.962,59505.564,89832.002,4
6268,1779738986.659,31837.721,60570.585,93219.663,4
6272,1779738986.851,27606.963,58967.870,87279.638,4
6276,1779738987.067,29579.201,66670.869,96922.437,4
6280,1779738987.176,29598.881,66081.275,97817.085,4
6284,1779738987.258,27012.837,53641.480,81708.758,4
6288,1779738987.475,30454.918,64411.220,95702.476,4
6292,1779738987.656,31178.366,58925.650,90803.011,4
6296,1779738987.857,32622.739,53848.704,87153.848,4
6300,1779738988.063,36815.157,58946.109,97238.980,4
6304,1779738988.252,27418.771,59049.351,87152.988,4
6308,1779738988.474,39266.640,67880.611,107844.267,4
6312,1779738988.565,34890.409,54224.296,89778.972,4
6316,1779738988.658,29997.844,58649.846,90228.366,4
6320,1779738988.863,33057.712,57998.720,92019.292,4
6324,1779738989.065,35578.336,57681.548,93936.419,4
6328,1779738989.269,39230.049,61446.173,101443.848,4
6332,1779738989.467,26520.013,59062.379,86279.119,4
6336,1779738989.668,31732.100,64177.588,96665.575,4
6340,1779738989.791,23836.949,55997.744,80497.397,4
6344,1779738989.895,29702.662,72965.607,103351.455,4
6348,1779738990.076,38334.641,63911.834,107130.430,4
6352,1779738990.257,30916.863,63207.248,94932.589,4
6356,1779738990.450,25382.833,63256.809,89297.427,4
6360,1779738990.661,30287.828,60236.191,91181.194,4
6364,1779738990.856,31940.312,57123.404,89722.721,4
6368,1779738991.060,33663.458,62902.035,97299.920,4
6372,1779738991.159,27509.102,54612.389,82780.457,4
6376,1779738991.266,30495.899,57699.638,88871.324,4
6380,1779738991.461,31093.095,63722.544,95477.393,4
6384,1779738991.669,31548.539,69054.583,101274.887,4
6388,1779738991.871,36300.502,67850.590,104798.109,4
6392,1779738992.065,37710.195,60670.436,99744.563,4
6396,1779738992.257,31388.497,60684.165,92759.719,4
6400,1779738992.458,31406.198,62963.096,95022.089,4
6404,1779738992.545,28709.203,55850.009,85220.070,4
6408,1779738992.671,34718.767,63117.207,98669.843,4
6412,1779738992.868,43492.878,61633.254,105796.079,4
6416,1779738993.046,22867.260,49774.326,73321.371,4
6420,1779738993.253,30025.035,60389.432,91070.933,4
6424,1779738993.457,30476.069,62814.615,94002.460,4
6428,1779738993.659,33385.576,56424.407,91660.309,4
6432,1779738993.814,27588.923,58851.670,87079.407,4
6436,1779738993.903,29313.578,58742.597,88719.572,4
6440,1779738994.065,31951.463,68607.149,101246.556,4
6444,1779738994.265,35261.013,60625.894,97047.178,4
6448,1779738994.470,39541.522,66256.676,106504.065,4
6452,1779738994.668,31167.855,65673.423,97905.546,4
6456,1779738994.862,42097.866,55532.068,98325.830,4
6460,1779738995.072,36675.146,65782.461,103129.394,4
6464,1779738995.156,30591.700,51965.305,83198.751,4
6468,1779738995.268,27209.419,60158.611,98958.796,4
6472,1779738995.445,26238.961,55004.145,81919.760,4
6476,1779738995.664,34938.640,61931.117,97526.882,4
6480,1779738995.861,39438.261,57653.458,97736.204,4
6484,1779738996.076,30418.658,77498.899,108588.084,4
6488,1779738996.260,34467.865,62382.982,97530.503,4
6492,1779738996.466,31766.560,63019.027,95438.054,4
6496,1779738996.549,24786.747,57063.101,82565.846,4
6500,1779738996.655,24166.121,53016.975,77865.253,4
6504,1779738996.848,26628.544,53538.372,80875.761,4
6508,1779738997.051,29217.978,51051.908,81445.786,4
6512,1779738997.247,29292.708,54101.586,84067.570,4
6516,1779738997.452,30284.027,56514.338,87610.622,4
6520,1779738997.662,37905.507,60221.531,98789.844,4
6524,1779738997.778,23763.437,53548.040,81894.040,4
6528,1779738997.886,36944.228,68245.796,107144.781,4
6532,1779738998.073,31641.430,66695.839,99025.636,4
6536,1779738998.256,34739.868,58421.775,93837.189,4
6540,1779738998.476,39124.838,59821.889,101071.776,4
6544,1779738998.669,30802.012,66636.920,98106.779,4
6548,1779738998.857,30598.291,56256.026,87566.462,4
6552,1779738999.078,36594.325,70882.427,108221.531,4
6556,1779738999.165,30596.650,55092.255,86333.751,4
6560,1779738999.263,29783.103,61177.930,91645.589,4
6564,1779738999.455,32650.109,59463.494,92787.369,4
6568,1779738999.658,37318.352,53090.426,92136.534,4
6572,1779738999.848,30448.859,50602.583,81704.278,4
6576,1779739000.065,30689.401,66014.224,97501.563,4
6580,1779739000.257,29241.878,62913.187,92814.030,4
6584,1779739000.439,26519.952,62159.209,89340.838,4
6588,1779739000.528,30083.326,57578.678,88591.101,4
6592,1779739000.650,24859.808,58975.529,84514.513,4
6596,1779739000.865,29298.458,61557.305,91528.688,4
6600,1779739001.060,36270.582,55003.852,91947.992,4
6604,1779739001.257,29450.060,62791.505,93138.933,4
6608,1779739001.465,31794.791,62528.423,94985.030,4
6612,1779739001.668,38239.011,65036.887,103954.862,4
6616,1779739001.771,23227.353,52270.338,76274.448,4
6620,1779739001.872,24256.132,57750.569,82696.008,4
6624,1779739002.069,37040.239,58661.067,96943.918,4
6628,1779739002.257,32389.116,57028.502,90670.820,4
6632,1779739002.452,29930.034,55800.940,86386.061,4
6636,1779739002.669,33152.354,65287.639,99176.578,4
6640,1779739002.877,38789.635,65770.162,105240.884,4
6644,1779739003.063,27905.926,70471.337,99047.937,4
6648,1779739003.145,25851.827,54359.958,81032.772,4
6652,1779739003.252,25516.203,56463.617,82647.187,4
6656,1779739003.460,37193.421,59946.229,97819.906,4
6660,1779739003.662,36045.700,63088.805,99804.444,4
6664,1779739003.860,31330.527,58025.632,90018.105,4
6668,1779739004.070,36238.702,62657.104,99591.312,4
6672,1779739004.261,25790.426,56798.171,83284.523,4
6676,1779739004.467,30171.586,65952.594,98091.198,4
6680,1779739004.673,35232.692,69316.943,106324.294,4
6684,1779739004.878,31367.578,70940.531,102979.803,4
6688,1779739005.068,27016.177,73877.427,101563.770,4
6692,1779739005.252,31562.359,53014.527,85235.501,4
6696,1779739005.464,30612.540,56578.778,88533.051,4
6700,1779739005.673,34830.239,68562.817,104060.143,4
6704,1779739005.787,34151.252,60026.210,94842.079,4
6708,1779739005.866,22467.036,54877.604,78359.598,4
6712,1779739006.036,22229.983,49350.962,72257.892,4
6716,1779739006.251,29065.906,53733.502,83503.494,4
6720,1779739006.453,33333.746,57197.485,91201.475,4
6724,1779739006.669,36969.759,65469.818,103261.505,4
6728,1779739006.866,38804.005,64095.057,103568.098,4
6732,1779739007.050,26182.949,54191.776,81060.622,4
6736,1779739007.133,23580.876,56644.121,81103.153,4
6740,1779739007.264,31628.780,61394.623,94599.487,4
6744,1779739007.465,33400.815,65452.829,99528.531,4
6748,1779739007.652,31412.817,56099.184,88287.279,4
6752,1779739007.872,33898.760,67909.831,102698.650,4
6756,1779739008.065,36837.247,59865.059,97386.012,4
6760,1779739008.255,30751.902,59404.784,90858.873,4
6764,1779739008.463,36331.323,61247.011,98233.880,4
6768,1779739008.542,26206.270,51151.809,78377.828,4
6772,1779739008.668,29096.996,63251.649,93724.118,4
6776,1779739008.855,32475.908,56224.695,89403.189,4
6780,1779739009.068,33867.560,60359.471,94896.070,4
6784,1779739009.261,37098.900,57075.471,94845.338,4
6788,1779739009.461,33844.580,63961.847,98471.382,4
6792,1779739009.652,25980.898,60949.708,88011.626,4
6796,1779739009.849,27698.384,59674.187,89164.297,4
6800,1779739009.932,25876.567,55875.791,82539.496,4
6804,1779739010.069,22215.054,74022.530,96969.228,4
6808,1779739010.277,45264.015,64058.797,111137.828,4
6812,1779739010.450,22351.695,52498.570,75642.613,4
6816,1779739010.656,29539.851,59788.968,90034.345,4
6820,1779739010.857,36346.703,55583.760,92599.848,4
6824,1779739011.055,29178.467,60423.793,90287.117,4
6828,1779739011.166,27424.491,55896.383,87788.764,4
6832,1779739011.261,28589.322,57245.445,87722.564,4
6836,1779739011.457,26469.453,59661.186,86797.595,4
6840,1779739011.653,30143.606,51274.899,82085.752,4
6844,1779739011.847,24437.554,48157.390,73554.684,4
6848,1779739012.059,27253.430,57555.318,85665.205,4
6852,1779739012.266,37892.837,59548.506,98159.089,4
6856,1779739012.468,33533.617,63555.973,97751.225,4
6860,1779739012.552,27887.195,55191.365,84024.050,4
6864,1779739012.652,27157.279,57163.464,85044.270,4
6868,1779739012.865,31851.102,68060.434,101701.081,4
6872,1779739013.071,40432.410,60752.686,101889.773,4
6876,1779739013.267,34268.714,67690.421,102615.670,4
6880,1779739013.450,27180.379,57884.869,85780.776,4
6884,1779739013.672,35318.213,60726.616,96717.126,4
6888,1779739013.794,23746.238,56891.371,82560.426,4
6892,1779739013.881,26725.114,59162.682,86746.305,4
6896,1779739014.075,32028.834,69522.808,102250.387,4
6900,1779739014.261,23738.738,51080.108,75517.722,4
6904,1779739014.458,32163.574,55269.466,88080.497,4
6908,1779739014.653,24964.518,56828.741,83197.062,4
6912,1779739014.867,39824.225,59822.698,101052.796,4
6916,1779739015.059,31208.616,55658.031,87515.712,4
6920,1779739015.152,35611.047,56346.456,92818.630,4
6924,1779739015.260
